,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Title,FamilySize,Age_group
409,410,0.0,3,2,28.0,3,1,25.4667,,1,3,5,2
410,411,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
411,412,0.0,3,1,28.0,0,0,6.8583,,3,1,1,2
412,413,1.0,1,2,33.0,1,0,90.0,C78,3,3,2,2
413,414,0.0,2,1,28.0,0,0,0.0,,1,1,1,2
414,415,1.0,3,1,44.0,0,0,7.925,,1,1,1,2
415,416,0.0,3,2,28.0,0,0,8.05,,1,2,1,2
416,417,1.0,2,2,34.0,1,1,32.5,,1,2,3,2
417,418,1.0,2,2,18.0,0,2,13.0,,1,3,3,2
418,419,0.0,2,1,30.0,0,0,13.0,,1,1,1,2
419,420,0.0,3,2,10.0,0,2,24.15,,1,3,3,1
420,421,0.0,3,1,28.0,0,0,7.8958,,2,1,1,2
421,422,0.0,3,1,21.0,0,0,7.7333,,3,1,1,2
422,423,0.0,3,1,29.0,0,0,7.875,,1,1,1,2
423,424,0.0,3,2,28.0,1,1,14.4,,1,2,3,2
424,425,0.0,3,1,18.0,1,1,20.2125,,1,1,3,2
425,426,0.0,3,1,28.0,0,0,7.25,,1,1,1,2
426,427,1.0,2,2,28.0,1,0,26.0,,1,2,2,2
427,428,1.0,2,2,19.0,0,0,26.0,,1,3,1,2
428,429,0.0,3,1,28.0,0,0,7.75,,3,1,1,2
429,430,1.0,3,1,32.0,0,0,8.05,E10,1,1,1,2
430,431,1.0,1,1,28.0,0,0,26.55,C52,1,1,1,2
431,432,1.0,3,2,28.0,1,0,16.1,,1,2,2,2
432,433,1.0,2,2,42.0,1,0,26.0,,1,2,2,2
433,434,0.0,3,1,17.0,0,0,7.125,,1,1,1,2
434,435,0.0,1,1,50.0,1,0,55.9,E44,1,1,2,3
435,436,1.0,1,2,14.0,1,2,120.0,B96 B98,1,3,4,1
436,437,0.0,3,2,21.0,2,2,34.375,,1,3,5,2
437,438,1.0,2,2,24.0,2,3,18.75,,1,2,6,2
438,439,0.0,1,1,64.0,1,4,263.0,C23 C25 C27,1,1,6,4
439,440,0.0,2,1,31.0,0,0,10.5,,1,1,1,2
440,441,1.0,2,2,45.0,1,1,26.25,,1,2,3,2
441,442,0.0,3,1,20.0,0,0,9.5,,1,1,1,2
442,443,0.0,3,1,25.0,1,0,7.775,,1,1,2,2
443,444,1.0,2,2,28.0,0,0,13.0,,1,5,1,2
444,445,1.0,3,1,28.0,0,0,8.1125,,1,1,1,2
445,446,1.0,1,1,4.0,0,2,81.8583,A34,1,4,3,1
446,447,1.0,2,2,13.0,0,1,19.5,,1,3,2,1
447,448,1.0,1,1,34.0,0,0,26.55,,1,1,1,2
448,449,1.0,3,2,5.0,2,1,19.2583,,2,3,4,1
449,450,1.0,1,1,52.0,0,0,30.5,C104,1,5,1,3
450,451,0.0,2,1,36.0,1,2,27.75,,1,1,4,2
451,452,0.0,3,1,28.0,1,0,19.9667,,1,1,2,2
452,453,0.0,1,1,30.0,0,0,27.75,C111,2,1,1,2
453,454,1.0,1,1,49.0,1,0,89.1042,C92,2,1,2,3
454,455,0.0,3,1,28.0,0,0,8.05,,1,1,1,2
455,456,1.0,3,1,29.0,0,0,7.8958,,2,1,1,2
456,457,0.0,1,1,65.0,0,0,26.55,E38,1,1,1,4
457,458,1.0,1,2,28.0,1,0,51.8625,D21,1,2,2,2
458,459,1.0,2,2,50.0,0,0,10.5,,1,3,1,3
459,460,0.0,3,1,28.0,0,0,7.75,,3,1,1,2
460,461,1.0,1,1,48.0,0,0,26.55,E12,1,1,1,3
461,462,0.0,3,1,34.0,0,0,8.05,,1,1,1,2
462,463,0.0,1,1,47.0,0,0,38.5,E63,1,1,1,3
463,464,0.0,2,1,48.0,0,0,13.0,,1,1,1,3
464,465,0.0,3,1,28.0,0,0,8.05,,1,1,1,2
465,466,0.0,3,1,38.0,0,0,7.05,,1,1,1,2
466,467,0.0,2,1,28.0,0,0,0.0,,1,1,1,2
467,468,0.0,1,1,56.0,0,0,26.55,,1,1,1,4
468,469,0.0,3,1,28.0,0,0,7.725,,3,1,1,2
469,470,1.0,3,2,0.75,2,1,19.2583,,2,3,4,1
470,471,0.0,3,1,28.0,0,0,7.25,,1,1,1,2
471,472,0.0,3,1,38.0,0,0,8.6625,,1,1,1,2
472,473,1.0,2,2,33.0,1,2,27.75,,1,2,4,2
473,474,1.0,2,2,23.0,0,0,13.7917,D,2,2,1,2
474,475,0.0,3,2,22.0,0,0,9.8375,,1,3,1,2
475,476,0.0,1,1,28.0,0,0,52.0,A14,1,1,1,2
476,477,0.0,2,1,34.0,1,0,21.0,,1,1,2,2
477,478,0.0,3,1,29.0,1,0,7.0458,,1,1,2,2
478,479,0.0,3,1,22.0,0,0,7.5208,,1,1,1,2
479,480,1.0,3,2,2.0,0,1,12.2875,,1,3,2,1
480,481,0.0,3,1,9.0,5,2,46.9,,1,4,8,1
481,482,0.0,2,1,28.0,0,0,0.0,,1,1,1,2
482,483,0.0,3,1,50.0,0,0,8.05,,1,1,1,3
483,484,1.0,3,2,63.0,0,0,9.5875,,1,2,1,4
484,485,1.0,1,1,25.0,1,0,91.0792,B49,2,1,2,2
485,486,0.0,3,2,28.0,3,1,25.4667,,1,3,5,2
486,487,1.0,1,2,35.0,1,0,90.0,C93,1,2,2,2
487,488,0.0,1,1,58.0,0,0,29.7,B37,2,1,1,4
488,489,0.0,3,1,30.0,0,0,8.05,,1,1,1,2
489,490,1.0,3,1,9.0,1,1,15.9,,1,4,3,1
490,491,0.0,3,1,28.0,1,0,19.9667,,1,1,2,2
491,492,0.0,3,1,21.0,0,0,7.25,,1,1,1,2
492,493,0.0,1,1,55.0,0,0,30.5,C30,1,1,1,3
493,494,0.0,1,1,71.0,0,0,49.5042,,2,1,1,5
494,495,0.0,3,1,21.0,0,0,8.05,,1,1,1,2
495,496,0.0,3,1,28.0,0,0,14.4583,,2,1,1,2
496,497,1.0,1,2,54.0,1,0,78.2667,D20,2,3,2,3
497,498,0.0,3,1,28.0,0,0,15.1,,1,1,1,2
498,499,0.0,1,2,25.0,1,2,151.55,C22 C26,1,2,4,2
499,500,0.0,3,1,24.0,0,0,7.7958,,1,1,1,2
500,501,0.0,3,1,17.0,0,0,8.6625,,1,1,1,2
501,502,0.0,3,2,21.0,0,0,7.75,,3,3,1,2
502,503,0.0,3,2,28.0,0,0,7.6292,,3,3,1,2
503,504,0.0,3,2,37.0,0,0,9.5875,,1,3,1,2
504,505,1.0,1,2,16.0,0,0,86.5,B79,1,3,1,2
505,506,0.0,1,1,18.0,1,0,108.9,C65,2,1,2,2
506,507,1.0,2,2,33.0,0,2,26.0,,1,2,3,2
507,508,1.0,1,1,28.0,0,0,26.55,,1,1,1,2
508,509,0.0,3,1,28.0,0,0,22.525,,1,1,1,2
509,510,1.0,3,1,26.0,0,0,56.4958,,1,1,1,2
510,511,1.0,3,1,29.0,0,0,7.75,,3,1,1,2
511,512,0.0,3,1,28.0,0,0,8.05,,1,1,1,2
512,513,1.0,1,1,36.0,0,0,26.2875,E25,1,1,1,2
513,514,1.0,1,2,54.0,1,0,59.4,,2,2,2,3
514,515,0.0,3,1,24.0,0,0,7.4958,,1,1,1,2
515,516,0.0,1,1,47.0,0,0,34.0208,D46,1,1,1,3
516,517,1.0,2,2,34.0,0,0,10.5,F33,1,2,1,2
517,518,0.0,3,1,28.0,0,0,24.15,,3,1,1,2
518,519,1.0,2,2,36.0,1,0,26.0,,1,2,2,2
519,520,0.0,3,1,32.0,0,0,7.8958,,1,1,1,2
520,521,1.0,1,2,30.0,0,0,93.5,B73,1,3,1,2
521,522,0.0,3,1,22.0,0,0,7.8958,,1,1,1,2
522,523,0.0,3,1,28.0,0,0,7.225,,2,1,1,2
523,524,1.0,1,2,44.0,0,1,57.9792,B18,2,2,2,2
524,525,0.0,3,1,28.0,0,0,7.2292,,2,1,1,2
525,526,0.0,3,1,40.5,0,0,7.75,,3,1,1,2
526,527,1.0,2,2,50.0,0,0,10.5,,1,3,1,3
527,528,0.0,1,1,28.0,0,0,221.7792,C95,1,1,1,2
528,529,0.0,3,1,39.0,0,0,7.925,,1,1,1,2
529,530,0.0,2,1,23.0,2,1,11.5,,1,1,4,2
530,531,1.0,2,2,2.0,1,1,26.0,,1,3,3,1
531,532,0.0,3,1,28.0,0,0,7.2292,,2,1,1,2
532,533,0.0,3,1,17.0,1,1,7.2292,,2,1,3,2
533,534,1.0,3,2,28.0,0,2,22.3583,,2,2,3,2
534,535,0.0,3,2,30.0,0,0,8.6625,,1,3,1,2
535,536,1.0,2,2,7.0,0,2,26.25,,1,3,3,1
536,537,0.0,1,1,45.0,0,0,26.55,B38,1,5,1,2
537,538,1.0,1,2,30.0,0,0,106.425,,2,3,1,2
538,539,0.0,3,1,28.0,0,0,14.5,,1,1,1,2
539,540,1.0,1,2,22.0,0,2,49.5,B39,2,3,3,2
540,541,1.0,1,2,36.0,0,2,71.0,B22,1,3,3,2
541,542,0.0,3,2,9.0,4,2,31.275,,1,3,7,1
542,543,0.0,3,2,11.0,4,2,31.275,,1,3,7,1
543,544,1.0,2,1,32.0,1,0,26.0,,1,1,2,2
544,545,0.0,1,1,50.0,1,0,106.425,C86,2,1,2,3
545,546,0.0,1,1,64.0,0,0,26.0,,1,1,1,4
546,547,1.0,2,2,19.0,1,0,26.0,,1,2,2,2
547,548,1.0,2,1,28.0,0,0,13.8625,,2,1,1,2
548,549,0.0,3,1,33.0,1,1,20.525,,1,1,3,2
549,550,1.0,2,1,8.0,1,1,36.75,,1,4,3,1
550,551,1.0,1,1,17.0,0,2,110.8833,C70,2,1,3,2
551,552,0.0,2,1,27.0,0,0,26.0,,1,1,1,2
552,553,0.0,3,1,28.0,0,0,7.8292,,3,1,1,2
553,554,1.0,3,1,22.0,0,0,7.225,,2,1,1,2
554,555,1.0,3,2,22.0,0,0,7.775,,1,3,1,2
555,556,0.0,1,1,62.0,0,0,26.55,,1,1,1,4
556,557,1.0,1,2,48.0,1,0,39.6,A16,2,5,2,3
557,558,0.0,1,1,28.0,0,0,227.525,,2,1,1,2
558,559,1.0,1,2,39.0,1,1,79.65,E67,1,2,3,2
559,560,1.0,3,2,36.0,1,0,17.4,,1,2,2,2
560,561,0.0,3,1,28.0,0,0,7.75,,3,1,1,2
561,562,0.0,3,1,40.0,0,0,7.8958,,1,1,1,2
562,563,0.0,2,1,28.0,0,0,13.5,,1,1,1,2
563,564,0.0,3,1,28.0,0,0,8.05,,1,1,1,2
564,565,0.0,3,2,28.0,0,0,8.05,,1,3,1,2
565,566,0.0,3,1,24.0,2,0,24.15,,1,1,3,2
566,567,0.0,3,1,19.0,0,0,7.8958,,1,1,1,2
567,568,0.0,3,2,29.0,0,4,21.075,,1,2,5,2
568,569,0.0,3,1,28.0,0,0,7.2292,,2,1,1,2
569,570,1.0,3,1,32.0,0,0,7.8542,,1,1,1,2
570,571,1.0,2,1,62.0,0,0,10.5,,1,1,1,4
571,572,1.0,1,2,53.0,2,0,51.4792,C101,1,2,3,3
572,573,1.0,1,1,36.0,0,0,26.3875,E25,1,1,1,2
573,574,1.0,3,2,28.0,0,0,7.75,,3,3,1,2
574,575,0.0,3,1,16.0,0,0,8.05,,1,1,1,2
575,576,0.0,3,1,19.0,0,0,14.5,,1,1,1,2
576,577,1.0,2,2,34.0,0,0,13.0,,1,3,1,2
577,578,1.0,1,2,39.0,1,0,55.9,E44,1,2,2,2
578,579,0.0,3,2,28.0,1,0,14.4583,,2,2,2,2
579,580,1.0,3,1,32.0,0,0,7.925,,1,1,1,2
580,581,1.0,2,2,25.0,1,1,30.0,,1,3,3,2
581,582,1.0,1,2,39.0,1,1,110.8833,C68,2,2,3,2
582,583,0.0,2,1,54.0,0,0,26.0,,1,1,1,3
583,584,0.0,1,1,36.0,0,0,40.125,A10,2,1,1,2
584,585,0.0,3,1,28.0,0,0,8.7125,,2,1,1,2
585,586,1.0,1,2,18.0,0,2,79.65,E68,1,3,3,2
586,587,0.0,2,1,47.0,0,0,15.0,,1,1,1,3
587,588,1.0,1,1,60.0,1,1,79.2,B41,2,1,3,4
588,589,0.0,3,1,22.0,0,0,8.05,,1,1,1,2
589,590,0.0,3,1,28.0,0,0,8.05,,1,1,1,2
590,591,0.0,3,1,35.0,0,0,7.125,,1,1,1,2
591,592,1.0,1,2,52.0,1,0,78.2667,D20,2,2,2,3
592,593,0.0,3,1,47.0,0,0,7.25,,1,1,1,3
593,594,0.0,3,2,28.0,0,2,7.75,,3,3,3,2
594,595,0.0,2,1,37.0,1,0,26.0,,1,1,2,2
595,596,0.0,3,1,36.0,1,1,24.15,,1,1,3,2
596,597,1.0,2,2,28.0,0,0,33.0,,1,3,1,2
597,598,0.0,3,1,49.0,0,0,0.0,,1,1,1,3
598,599,0.0,3,1,28.0,0,0,7.225,,2,1,1,2
599,600,1.0,1,1,49.0,1,0,56.9292,A20,2,5,2,3
600,601,1.0,2,2,24.0,2,1,27.0,,1,2,4,2
601,602,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
602,603,0.0,1,1,28.0,0,0,42.4,,1,1,1,2
603,604,0.0,3,1,44.0,0,0,8.05,,1,1,1,2
604,605,1.0,1,1,35.0,0,0,26.55,,2,1,1,2
605,606,0.0,3,1,36.0,1,0,15.55,,1,1,2,2
606,607,0.0,3,1,30.0,0,0,7.8958,,1,1,1,2
607,608,1.0,1,1,27.0,0,0,30.5,,1,1,1,2
608,609,1.0,2,2,22.0,1,2,41.5792,,2,2,4,2
609,610,1.0,1,2,40.0,0,0,153.4625,C125,1,3,1,2
610,611,0.0,3,2,39.0,1,5,31.275,,1,2,7,2
611,612,0.0,3,1,28.0,0,0,7.05,,1,1,1,2
612,613,1.0,3,2,28.0,1,0,15.5,,3,3,2,2
613,614,0.0,3,1,28.0,0,0,7.75,,3,1,1,2
614,615,0.0,3,1,35.0,0,0,8.05,,1,1,1,2
615,616,1.0,2,2,24.0,1,2,65.0,,1,3,4,2
616,617,0.0,3,1,34.0,1,1,14.4,,1,1,3,2
617,618,0.0,3,2,26.0,1,0,16.1,,1,2,2,2
618,619,1.0,2,2,4.0,2,1,39.0,F4,1,3,4,1
619,620,0.0,2,1,26.0,0,0,10.5,,1,1,1,2
620,621,0.0,3,1,27.0,1,0,14.4542,,2,1,2,2
621,622,1.0,1,1,42.0,1,0,52.5542,D19,1,1,2,2
622,623,1.0,3,1,20.0,1,1,15.7417,,2,1,3,2
623,624,0.0,3,1,21.0,0,0,7.8542,,1,1,1,2
624,625,0.0,3,1,21.0,0,0,16.1,,1,1,1,2
625,626,0.0,1,1,61.0,0,0,32.3208,D50,1,1,1,4
626,627,0.0,2,1,57.0,0,0,12.35,,3,Rev,1,4
627,628,1.0,1,2,21.0,0,0,77.9583,D9,1,3,1,2
628,629,0.0,3,1,26.0,0,0,7.8958,,1,1,1,2
629,630,0.0,3,1,28.0,0,0,7.7333,,3,1,1,2
630,631,1.0,1,1,80.0,0,0,30.0,A23,1,1,1,5
631,632,0.0,3,1,51.0,0,0,7.0542,,1,1,1,3
632,633,1.0,1,1,32.0,0,0,30.5,B50,2,Dr,1,2
633,634,0.0,1,1,28.0,0,0,0.0,,1,1,1,2
634,635,0.0,3,2,9.0,3,2,27.9,,1,3,6,1
635,636,1.0,2,2,28.0,0,0,13.0,,1,3,1,2
636,637,0.0,3,1,32.0,0,0,7.925,,1,1,1,2
637,638,0.0,2,1,31.0,1,1,26.25,,1,1,3,2
638,639,0.0,3,2,41.0,0,5,39.6875,,1,2,6,2
639,640,0.0,3,1,28.0,1,0,16.1,,1,1,2,2
640,641,0.0,3,1,20.0,0,0,7.8542,,1,1,1,2
641,642,1.0,1,2,24.0,0,0,69.3,B35,2,5,1,2
642,643,0.0,3,2,2.0,3,2,27.9,,1,3,6,1
643,644,1.0,3,1,28.0,0,0,56.4958,,1,1,1,2
644,645,1.0,3,2,0.75,2,1,19.2583,,2,3,4,1
645,646,1.0,1,1,48.0,1,0,76.7292,D33,2,1,2,3
646,647,0.0,3,1,19.0,0,0,7.8958,,1,1,1,2
647,648,1.0,1,1,56.0,0,0,35.5,A26,2,5,1,4
648,649,0.0,3,1,28.0,0,0,7.55,,1,1,1,2
649,650,1.0,3,2,23.0,0,0,7.55,,1,3,1,2
650,651,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
651,652,1.0,2,2,18.0,0,1,23.0,,1,3,2,2
652,653,0.0,3,1,21.0,0,0,8.4333,,1,1,1,2
653,654,1.0,3,2,28.0,0,0,7.8292,,3,3,1,2
654,655,0.0,3,2,18.0,0,0,6.75,,3,3,1,2
655,656,0.0,2,1,24.0,2,0,73.5,,1,1,3,2
656,657,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
657,658,0.0,3,2,32.0,1,1,15.5,,3,2,3,2
658,659,0.0,2,1,23.0,0,0,13.0,,1,1,1,2
659,660,0.0,1,1,58.0,0,2,113.275,D48,2,1,3,4
660,661,1.0,1,1,50.0,2,0,133.65,,1,Dr,3,3
661,662,0.0,3,1,40.0,0,0,7.225,,2,1,1,2
662,663,0.0,1,1,47.0,0,0,25.5875,E58,1,1,1,3
663,664,0.0,3,1,36.0,0,0,7.4958,,1,1,1,2
664,665,1.0,3,1,20.0,1,0,7.925,,1,1,2,2
665,666,0.0,2,1,32.0,2,0,73.5,,1,1,3,2
666,667,0.0,2,1,25.0,0,0,13.0,,1,1,1,2
667,668,0.0,3,1,28.0,0,0,7.775,,1,1,1,2
668,669,0.0,3,1,43.0,0,0,8.05,,1,1,1,2
669,670,1.0,1,2,28.0,1,0,52.0,C126,1,2,2,2
670,671,1.0,2,2,40.0,1,1,39.0,,1,2,3,2
671,672,0.0,1,1,31.0,1,0,52.0,B71,1,1,2,2
672,673,0.0,2,1,70.0,0,0,10.5,,1,1,1,5
673,674,1.0,2,1,31.0,0,0,13.0,,1,1,1,2
674,675,0.0,2,1,28.0,0,0,0.0,,1,1,1,2
675,676,0.0,3,1,18.0,0,0,7.775,,1,1,1,2
676,677,0.0,3,1,24.5,0,0,8.05,,1,1,1,2
677,678,1.0,3,2,18.0,0,0,9.8417,,1,3,1,2
678,679,0.0,3,2,43.0,1,6,46.9,,1,2,8,2
679,680,1.0,1,1,36.0,0,1,512.3292,B51 B53 B55,2,1,2,2
680,681,0.0,3,2,28.0,0,0,8.1375,,3,3,1,2
681,682,1.0,1,1,27.0,0,0,76.7292,D49,2,1,1,2
682,683,0.0,3,1,20.0,0,0,9.225,,1,1,1,2
683,684,0.0,3,1,14.0,5,2,46.9,,1,1,8,1
684,685,0.0,2,1,60.0,1,1,39.0,,1,1,3,4
685,686,0.0,2,1,25.0,1,2,41.5792,,2,1,4,2
686,687,0.0,3,1,14.0,4,1,39.6875,,1,1,6,1
687,688,0.0,3,1,19.0,0,0,10.1708,,1,1,1,2
688,689,0.0,3,1,18.0,0,0,7.7958,,1,1,1,2
689,690,1.0,1,2,15.0,0,1,211.3375,B5,1,3,2,1
690,691,1.0,1,1,31.0,1,0,57.0,B20,1,1,2,2
691,692,1.0,3,2,4.0,0,1,13.4167,,2,3,2,1
692,693,1.0,3,1,28.0,0,0,56.4958,,1,1,1,2
693,694,0.0,3,1,25.0,0,0,7.225,,2,1,1,2
694,695,0.0,1,1,60.0,0,0,26.55,,1,5,1,4
695,696,0.0,2,1,52.0,0,0,13.5,,1,1,1,3
696,697,0.0,3,1,44.0,0,0,8.05,,1,1,1,2
697,698,1.0,3,2,28.0,0,0,7.7333,,3,3,1,2
698,699,0.0,1,1,49.0,1,1,110.8833,C68,2,1,3,3
699,700,0.0,3,1,42.0,0,0,7.65,F G63,1,1,1,2
700,701,1.0,1,2,18.0,1,0,227.525,C62 C64,2,2,2,2
701,702,1.0,1,1,35.0,0,0,26.2875,E24,1,1,1,2
702,703,0.0,3,2,18.0,0,1,14.4542,,2,3,2,2
703,704,0.0,3,1,25.0,0,0,7.7417,,3,1,1,2
704,705,0.0,3,1,26.0,1,0,7.8542,,1,1,2,2
705,706,0.0,2,1,39.0,0,0,26.0,,1,1,1,2
706,707,1.0,2,2,45.0,0,0,13.5,,1,2,1,2
707,708,1.0,1,1,42.0,0,0,26.2875,E24,1,1,1,2
708,709,1.0,1,2,22.0,0,0,151.55,,1,3,1,2
709,710,1.0,3,1,28.0,1,1,15.2458,,2,4,3,2
710,711,1.0,1,2,24.0,0,0,49.5042,C90,2,5,1,2
711,712,0.0,1,1,28.0,0,0,26.55,C124,1,1,1,2
712,713,1.0,1,1,48.0,1,0,52.0,C126,1,1,2,3
713,714,0.0,3,1,29.0,0,0,9.4833,,1,1,1,2
714,715,0.0,2,1,52.0,0,0,13.0,,1,1,1,3
715,716,0.0,3,1,19.0,0,0,7.65,F G73,1,1,1,2
716,717,1.0,1,2,38.0,0,0,227.525,C45,2,3,1,2
717,718,1.0,2,2,27.0,0,0,10.5,E101,1,3,1,2
718,719,0.0,3,1,28.0,0,0,15.5,,3,1,1,2
719,720,0.0,3,1,33.0,0,0,7.775,,1,1,1,2
720,721,1.0,2,2,6.0,0,1,33.0,,1,3,2,1
721,722,0.0,3,1,17.0,1,0,7.0542,,1,1,2,2
722,723,0.0,2,1,34.0,0,0,13.0,,1,1,1,2
723,724,0.0,2,1,50.0,0,0,13.0,,1,1,1,3
724,725,1.0,1,1,27.0,1,0,53.1,E8,1,1,2,2
725,726,0.0,3,1,20.0,0,0,8.6625,,1,1,1,2
726,727,1.0,2,2,30.0,3,0,21.0,,1,2,4,2
727,728,1.0,3,2,28.0,0,0,7.7375,,3,3,1,2
728,729,0.0,2,1,25.0,1,0,26.0,,1,1,2,2
729,730,0.0,3,2,25.0,1,0,7.925,,1,3,2,2
730,731,1.0,1,2,29.0,0,0,211.3375,B5,1,3,1,2
731,732,0.0,3,1,11.0,0,0,18.7875,,2,1,1,1
732,733,0.0,2,1,28.0,0,0,0.0,,1,1,1,2
733,734,0.0,2,1,23.0,0,0,13.0,,1,1,1,2
734,735,0.0,2,1,23.0,0,0,13.0,,1,1,1,2
735,736,0.0,3,1,28.5,0,0,16.1,,1,1,1,2
736,737,0.0,3,2,48.0,1,3,34.375,,1,2,5,3
737,738,1.0,1,1,35.0,0,0,512.3292,B101,2,1,1,2
738,739,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
739,740,0.0,3,1,28.0,0,0,7.8958,,1,1,1,2
740,741,1.0,1,1,28.0,0,0,30.0,D45,1,1,1,2
741,742,0.0,1,1,36.0,1,0,78.85,C46,1,1,2,2
742,743,1.0,1,2,21.0,2,2,262.375,B57 B59 B63 B66,2,3,5,2
743,744,0.0,3,1,24.0,1,0,16.1,,1,1,2,2
744,745,1.0,3,1,31.0,0,0,7.925,,1,1,1,2
745,746,0.0,1,1,70.0,1,1,71.0,B22,1,5,3,5
746,747,0.0,3,1,16.0,1,1,20.25,,1,1,3,2
747,748,1.0,2,2,30.0,0,0,13.0,,1,3,1,2
748,749,0.0,1,1,19.0,1,0,53.1,D30,1,1,2,2
749,750,0.0,3,1,31.0,0,0,7.75,,3,1,1,2
750,751,1.0,2,2,4.0,1,1,23.0,,1,3,3,1
751,752,1.0,3,1,6.0,0,1,12.475,E121,1,4,2,1
752,753,0.0,3,1,33.0,0,0,9.5,,1,1,1,2
753,754,0.0,3,1,23.0,0,0,7.8958,,1,1,1,2
754,755,1.0,2,2,48.0,1,2,65.0,,1,2,4,3
755,756,1.0,2,1,0.67,1,1,14.5,,1,4,3,1
756,757,0.0,3,1,28.0,0,0,7.7958,,1,1,1,2
757,758,0.0,2,1,18.0,0,0,11.5,,1,1,1,2
758,759,0.0,3,1,34.0,0,0,8.05,,1,1,1,2
759,760,1.0,1,2,33.0,0,0,86.5,B77,1,5,1,2
760,761,0.0,3,1,28.0,0,0,14.5,,1,1,1,2
761,762,0.0,3,1,41.0,0,0,7.125,,1,1,1,2
762,763,1.0,3,1,20.0,0,0,7.2292,,2,1,1,2
763,764,1.0,1,2,36.0,1,2,120.0,B96 B98,1,2,4,2
764,765,0.0,3,1,16.0,0,0,7.775,,1,1,1,2
765,766,1.0,1,2,51.0,1,0,77.9583,D11,1,2,2,3
766,767,0.0,1,1,28.0,0,0,39.6,,2,Dr,1,2
767,768,0.0,3,2,30.5,0,0,7.75,,3,3,1,2
768,769,0.0,3,1,28.0,1,0,24.15,,3,1,2,2
769,770,0.0,3,1,32.0,0,0,8.3625,,1,1,1,2
770,771,0.0,3,1,24.0,0,0,9.5,,1,1,1,2
771,772,0.0,3,1,48.0,0,0,7.8542,,1,1,1,3
772,773,0.0,2,2,57.0,0,0,10.5,E77,1,2,1,4
773,774,0.0,3,1,28.0,0,0,7.225,,2,1,1,2
774,775,1.0,2,2,54.0,1,3,23.0,,1,2,5,3
775,776,0.0,3,1,18.0,0,0,7.75,,1,1,1,2
776,777,0.0,3,1,28.0,0,0,7.75,F38,3,1,1,2
777,778,1.0,3,2,5.0,0,0,12.475,,1,3,1,1
778,779,0.0,3,1,28.0,0,0,7.7375,,3,1,1,2
779,780,1.0,1,2,43.0,0,1,211.3375,B3,1,2,2,2
780,781,1.0,3,2,13.0,0,0,7.2292,,2,3,1,1
781,782,1.0,1,2,17.0,1,0,57.0,B20,1,2,2,2
782,783,0.0,1,1,29.0,0,0,30.0,D6,1,1,1,2
783,784,0.0,3,1,28.0,1,2,23.45,,1,1,4,2
784,785,0.0,3,1,25.0,0,0,7.05,,1,1,1,2
785,786,0.0,3,1,25.0,0,0,7.25,,1,1,1,2
786,787,1.0,3,2,18.0,0,0,7.4958,,1,3,1,2
787,788,0.0,3,1,8.0,4,1,29.125,,3,4,6,1
788,789,1.0,3,1,1.0,1,2,20.575,,1,4,4,1
789,790,0.0,1,1,46.0,0,0,79.2,B82 B84,2,1,1,3
790,791,0.0,3,1,28.0,0,0,7.75,,3,1,1,2
791,792,0.0,2,1,16.0,0,0,26.0,,1,1,1,2
792,793,0.0,3,2,28.0,8,2,69.55,,1,3,11,2
793,794,0.0,1,1,28.0,0,0,30.6958,,2,1,1,2
794,795,0.0,3,1,25.0,0,0,7.8958,,1,1,1,2
795,796,0.0,2,1,39.0,0,0,13.0,,1,1,1,2
796,797,1.0,1,2,49.0,0,0,25.9292,D17,1,Dr,1,3
797,798,1.0,3,2,31.0,0,0,8.6833,,1,2,1,2
798,799,0.0,3,1,30.0,0,0,7.2292,,2,1,1,2
799,800,0.0,3,2,30.0,1,1,24.15,,1,2,3,2
800,801,0.0,2,1,34.0,0,0,13.0,,1,1,1,2
801,802,1.0,2,2,31.0,1,1,26.25,,1,2,3,2
802,803,1.0,1,1,11.0,1,2,120.0,B96 B98,1,4,4,1
803,804,1.0,3,1,0.42,0,1,8.5167,,2,4,2,1
804,805,1.0,3,1,27.0,0,0,6.975,,1,1,1,2
805,806,0.0,3,1,31.0,0,0,7.775,,1,1,1,2
806,807,0.0,1,1,39.0,0,0,0.0,A36,1,1,1,2
807,808,0.0,3,2,18.0,0,0,7.775,,1,3,1,2
808,809,0.0,2,1,39.0,0,0,13.0,,1,1,1,2
809,810,1.0,1,2,33.0,1,0,53.1,E8,1,2,2,2
810,811,0.0,3,1,26.0,0,0,7.8875,,1,1,1,2
811,812,0.0,3,1,39.0,0,0,24.15,,1,1,1,2
812,813,0.0,2,1,35.0,0,0,10.5,,1,1,1,2
813,814,0.0,3,2,6.0,4,2,31.275,,1,3,7,1
814,815,0.0,3,1,30.5,0,0,8.05,,1,1,1,2
815,816,0.0,1,1,28.0,0,0,0.0,B102,1,1,1,2
816,817,0.0,3,2,23.0,0,0,7.925,,1,3,1,2
817,818,0.0,2,1,31.0,1,1,37.0042,,2,1,3,2
818,819,0.0,3,1,43.0,0,0,6.45,,1,1,1,2
819,820,0.0,3,1,10.0,3,2,27.9,,1,4,6,1
